idPessoaQueSegue,idPessoaQueESeguida,grauAmizade,dataInicioQueSegue,dataFimQueSegue
121,29,0,2014-03-03,2029-07-14
113,56,2,2012-02-27,2028-05-19
119,94,1,2011-12-03,2027-11-01
108,102,2,2013-03-06,2028-02-25
125,50,1,2014-07-03,2030-03-08
59,65,0,2011-05-31,2026-11-24
9,109,1,2013-12-14,2027-07-18
106,89,0,2011-09-09,2029-04-12
35,63,0,2014-07-14,2030-03-24
131,43,1,2012-03-03,2028-04-15
130,4,0,2014-07-22,2027-04-12
11,105,1,2012-04-13,2030-05-18
4,30,1,2011-09-24,2027-10-12
81,104,2,2012-06-10,2030-10-12
27,100,1,2011-08-02,2027-07-16
120,34,2,2013-06-18,2028-10-13
83,29,0,2013-10-06,2030-06-29
67,45,1,2011-08-02,2027-03-22
116,94,2,2011-08-27,2030-02-11
5,92,2,2014-10-01,2030-08-24
43,34,0,2013-09-16,2029-09-09
49,26,1,2014-03-01,2029-05-01
7,116,0,2012-08-16,2029-09-06
52,129,1,2011-03-30,2030-07-16
107,100,2,2013-04-21,2029-05-12
39,105,2,2013-09-12,2027-04-29
59,64,0,2012-08-09,2030-06-29
1,43,0,2012-12-16,2030-10-01
150,24,2,2011-04-10,2028-07-18
82,33,2,2013-05-25,2028-09-14
106,144,1,2014-07-30,2027-10-07
11,12,2,2014-08-04,2030-05-12
1,32,2,2010-12-15,2027-04-05
21,86,2,2011-06-17,2029-11-29
135,125,1,2014-01-27,2028-06-18
68,99,0,2013-07-10,2028-05-11
16,42,2,2012-12-09,2030-03-03
57,95,0,2012-07-25,2027-12-09
98,103,2,2011-07-16,2029-04-15
39,83,0,2013-03-18,2029-02-13
113,118,2,2011-07-23,2028-12-25
9,6,1,2011-10-23,2030-04-04
107,132,2,2011-11-04,2027-09-23
96,19,2,2011-10-01,2029-02-14
21,108,2,2011-06-15,2027-01-07
28,58,0,2012-12-01,2028-10-09
87,105,1,2011-11-27,2029-10-04
65,58,1,2013-11-15,2029-03-09
105,59,1,2014-04-24,2029-07-13
74,102,1,2011-07-01,2027-10-21
9,140,0,2012-05-02,2029-08-29
146,34,1,2011-02-20,2029-08-14
141,70,1,2013-06-05,2027-04-02
10,34,0,2011-08-25,2030-09-05
136,11,2,2014-01-05,2027-08-23
141,106,2,2013-03-10,2028-04-25
54,3,2,2012-09-25,2027-11-24
55,9,1,2013-05-25,2029-11-01
134,83,2,2014-01-29,2028-09-18
3,11,0,2011-01-28,2030-08-03
94,58,0,2014-02-14,2028-12-09
128,74,0,2012-12-26,2030-11-17
24,143,0,2012-10-07,2028-08-15
32,36,0,2014-03-10,2027-12-21
134,121,1,2013-08-12,2029-03-04
131,119,1,2011-11-03,2030-07-04
29,105,2,2013-12-01,2028-03-28
18,41,2,2011-01-22,2028-09-24
28,1,0,2011-03-05,2027-05-31
61,67,1,2010-12-31,2030-05-20
136,78,2,2013-01-22,2027-08-28
16,77,0,2013-11-08,2030-02-17
127,55,2,2013-06-02,2028-08-08
149,85,0,2013-03-21,2028-04-09
48,34,1,2013-08-01,2030-03-26
39,118,1,2014-05-17,2030-05-05
140,81,0,2014-09-26,2028-08-23
139,143,0,2013-11-23,2030-11-08
101,77,2,2011-06-05,2029-10-31
1,64,0,2013-09-01,2027-12-25
135,114,1,2014-07-09,2029-05-24
93,76,2,2014-05-21,2029-10-06
44,98,1,2011-06-11,2028-09-04
88,28,2,2011-08-22,2029-06-23
80,94,0,2013-04-05,2028-07-08
99,17,2,2012-10-30,2030-09-06
47,27,2,2014-09-09,2029-04-27
115,103,2,2011-10-04,2028-04-28
42,55,1,2014-03-04,2029-09-23
119,15,0,2012-11-30,2027-02-07
10,116,1,2013-10-04,2029-02-13
90,47,1,2013-10-10,2028-07-29
60,35,1,2012-04-06,2027-07-09
28,14,2,2014-08-09,2028-05-23
63,21,1,2014-04-07,2028-09-04
98,18,2,2011-07-09,2027-06-04
102,69,2,2011-03-20,2028-10-20
112,144,1,2014-08-21,2028-05-18
85,134,0,2011-08-20,2030-05-19
70,120,2,2012-09-30,2029-12-08
108,125,2,2011-11-09,2029-04-06
134,61,2,2013-09-06,2028-10-31
98,100,0,2012-08-20,2029-08-15
104,33,2,2012-04-01,2027-02-18
113,32,1,2013-04-10,2029-10-17
13,147,2,2014-08-02,2029-09-02
109,88,0,2012-03-03,2027-12-24
82,31,1,2011-02-09,2030-08-09
88,87,0,2011-03-13,2030-06-23
24,77,0,2013-01-02,2029-06-10
11,36,2,2012-09-14,2028-02-20
97,78,1,2011-04-02,2028-10-17
15,61,1,2014-05-29,2029-07-10
79,52,2,2013-05-15,2030-08-01
71,50,0,2012-01-29,2028-12-19
148,140,0,2012-11-26,2027-01-18
116,141,1,2014-05-24,2027-06-07
8,116,2,2014-11-01,2028-05-16
62,147,1,2012-06-24,2029-10-09
81,140,1,2011-02-08,2029-10-06
81,38,1,2011-04-06,2027-05-07
143,22,0,2013-03-03,2027-09-11
82,60,1,2012-07-16,2029-03-26
150,76,1,2014-02-06,2027-07-31
149,132,2,2012-04-11,2030-08-06
123,118,1,2011-12-27,2028-01-17
97,98,2,2014-10-08,2027-04-13
96,62,0,2012-04-15,2027-07-24
28,129,2,2012-12-21,2027-12-24
45,56,0,2013-10-09,2028-01-28
90,70,0,2014-11-02,2030-11-21
103,108,2,2011-10-22,2027-09-28
14,123,0,2011-03-22,2030-10-08
23,63,0,2013-02-16,2030-10-31
27,140,2,2011-11-16,2028-04-06
149,74,2,2013-10-01,2029-05-17
149,58,1,2012-05-16,2029-03-07
30,102,1,2013-06-26,2028-03-15
86,1,1,2013-01-16,2028-10-11
145,48,0,2014-06-28,2027-07-15
41,95,2,2012-01-28,2030-03-04
56,82,2,2012-12-24,2029-05-19
104,78,2,2012-03-19,2029-01-18
51,10,0,2011-10-01,2027-06-05
92,41,2,2014-03-17,2029-02-04
103,79,1,2014-04-17,2029-09-27
49,135,0,2012-03-16,2030-07-09
57,73,0,2010-12-30,2029-07-18
58,53,1,2012-11-19,2027-02-08
135,61,2,2013-06-06,2029-08-04
74,48,1,2011-02-03,2028-04-08
66,135,1,2011-03-18,2027-11-12
34,80,2,2013-09-09,2029-04-03
26,54,0,2011-07-09,2027-07-30
16,72,0,2012-11-07,2027-07-20
128,56,1,2012-12-01,2030-08-11
19,46,0,2012-02-18,2028-11-29
127,122,0,2012-02-24,2029-07-10
49,109,0,2011-04-01,2029-05-05
47,89,2,2011-07-08,2028-07-04
57,76,2,2013-09-21,2030-08-26
45,67,0,2012-02-08,2030-01-04
107,81,0,2012-04-21,2029-06-12
79,70,2,2012-10-06,2030-10-30
88,109,0,2012-02-20,2029-09-20
9,71,0,2013-04-26,2029-10-29
56,122,2,2014-04-17,2028-04-17
100,19,0,2012-09-10,2028-07-31
42,11,2,2013-03-20,2027-11-12
56,124,2,2012-10-06,2028-04-26
3,28,1,2012-03-03,2030-10-24
115,10,2,2011-02-09,2029-09-13
45,91,1,2014-04-30,2029-03-30
66,20,2,2013-10-14,2029-05-01
95,39,1,2011-09-13,2029-06-10
5,24,2,2010-12-28,2030-11-21
34,53,2,2013-05-23,2028-03-13
100,65,2,2012-08-21,2028-08-08
48,64,0,2011-05-12,2027-05-26
64,141,0,2014-08-13,2027-08-07
149,99,1,2013-11-22,2027-07-19
12,55,1,2012-12-27,2028-03-24
97,136,1,2014-02-11,2030-09-26
11,44,2,2014-01-13,2029-04-24
106,16,1,2014-05-23,2028-11-20
143,102,1,2013-09-15,2027-05-02
112,14,2,2012-09-07,2029-02-07
94,133,0,2011-03-17,2027-09-30
21,133,2,2014-11-01,2027-10-01
110,60,1,2014-09-26,2027-10-25
75,37,0,2014-04-16,2027-01-18
138,105,2,2014-10-29,2027-02-12
91,128,2,2012-05-31,2026-12-29
9,84,0,2013-02-10,2026-12-12
44,148,1,2012-03-17,2028-08-10
9,59,2,2014-03-25,2030-01-25
22,138,1,2012-10-22,2030-02-18
132,92,1,2013-02-18,2028-06-03
134,78,1,2013-12-23,2027-02-21
114,83,0,2013-11-19,2030-03-06
129,29,1,2011-02-14,2030-04-10
139,74,1,2012-06-13,2026-11-24
101,31,2,2012-09-24,2030-09-20
91,34,0,2011-05-13,2029-02-24
124,11,0,2014-03-19,2030-02-16
48,133,0,2012-12-26,2027-12-01
44,118,2,2013-10-06,2027-09-12
148,91,0,2013-09-20,2028-12-30
101,47,1,2011-07-10,2028-08-31
51,118,2,2013-11-27,2028-06-03
84,143,0,2011-07-04,2030-11-21
56,86,0,2014-10-08,2029-12-28
143,144,2,2013-01-26,2027-11-06
10,77,1,2012-06-13,2030-08-05
110,47,0,2011-04-24,2028-08-03
22,77,0,2012-11-25,2028-12-13
14,115,0,2013-12-26,2029-06-18
111,63,1,2013-04-10,2030-07-12
134,98,0,2011-02-21,2028-10-14
6,149,0,2010-12-15,2028-08-17
23,60,1,2013-11-02,2028-08-24
110,74,2,2014-07-28,2028-03-25
67,101,0,2013-07-06,2029-03-02
130,30,2,2014-06-19,2028-09-13
105,42,1,2013-07-03,2028-07-07
52,108,1,2012-04-10,2029-10-06
10,73,1,2013-12-14,2029-11-11
85,136,0,2013-04-13,2027-07-17
1,40,1,2011-05-16,2030-06-02
129,45,1,2012-12-21,2028-02-03
92,96,0,2011-11-22,2030-03-31
103,144,0,2013-01-27,2028-12-03
13,70,0,2014-09-18,2029-05-22
138,95,2,2014-07-27,2029-10-25
100,123,1,2013-08-02,2027-03-12
47,72,0,2014-02-05,2028-03-08
96,124,1,2013-05-20,2029-09-04
87,78,2,2014-09-09,2028-09-14
68,24,1,2012-10-29,2028-04-18
4,97,2,2014-02-26,2030-06-27
47,8,1,2012-01-16,2026-12-26
13,16,2,2012-09-13,2030-04-07
144,22,2,2012-10-07,2029-04-25
140,36,2,2013-05-17,2030-06-09
26,10,0,2012-05-18,2028-04-08
30,77,2,2011-04-04,2029-04-14
134,103,1,2013-10-21,2028-07-09
28,77,0,2011-06-16,2029-12-23
58,109,1,2013-01-10,2030-04-20
4,69,1,2013-10-12,2029-01-30
100,63,1,2012-10-14,2027-06-16
120,88,0,2014-04-28,2028-04-07
2,60,0,2010-12-17,2030-11-16
108,13,1,2014-11-11,2028-12-19
113,96,1,2011-09-22,2029-07-23
150,78,1,2014-07-16,2027-02-16
143,42,2,2011-09-10,2030-05-02
84,78,1,2012-12-20,2027-05-23
119,81,1,2011-08-22,2029-10-05
31,29,2,2013-08-04,2028-04-30
46,147,0,2012-08-10,2028-08-24
142,118,2,2011-11-14,2028-03-12
31,44,2,2013-11-21,2029-05-16
149,111,0,2011-04-12,2028-07-28
111,123,0,2014-05-28,2030-02-20
61,91,1,2011-01-12,2027-10-23
93,20,1,2012-12-02,2028-09-03
25,116,2,2012-07-13,2030-03-27
129,83,0,2013-11-13,2028-03-29
63,55,2,2013-02-24,2030-01-06
54,33,2,2011-05-11,2030-04-09
68,12,2,2011-01-04,2027-01-06
20,123,1,2011-11-21,2030-05-27
144,3,2,2012-06-21,2027-12-29
73,58,2,2013-07-08,2027-10-10
116,49,0,2012-06-12,2027-09-23
51,100,0,2014-11-26,2028-12-15
41,1,0,2010-12-15,2027-09-12
75,2,2,2013-08-30,2028-07-04
131,72,1,2013-08-04,2027-05-23
5,106,0,2012-03-29,2029-01-14
86,97,0,2014-11-13,2026-12-09
65,87,0,2013-08-15,2029-02-15
78,1,0,2014-05-25,2029-09-30
32,92,2,2014-07-27,2029-12-14
107,88,1,2012-03-18,2030-11-20
103,146,0,2012-08-07,2027-02-14
28,147,1,2013-03-31,2029-08-23
110,103,0,2012-11-28,2030-03-15
85,90,0,2011-06-28,2028-01-11
39,82,0,2011-11-07,2028-04-08
50,103,0,2011-12-24,2028-08-02
40,93,1,2014-02-20,2030-07-09
149,102,2,2012-03-10,2029-08-01
113,120,2,2011-10-02,2029-08-11
14,4,0,2013-04-16,2030-07-10
62,6,2,2013-07-23,2028-01-28
117,111,0,2013-07-18,2029-04-03
148,23,2,2011-09-05,2027-02-04
120,27,0,2013-10-15,2027-05-11
21,121,0,2012-08-16,2029-03-29
119,39,2,2013-09-11,2030-07-29
63,129,1,2011-08-27,2029-11-11
20,22,1,2013-09-13,2030-01-24
49,140,2,2013-03-14,2029-09-27
52,97,0,2012-11-08,2029-08-26
69,57,0,2012-07-25,2028-02-07
144,13,2,2012-07-14,2030-09-15
56,90,0,2012-04-11,2029-05-29
79,16,1,2014-05-25,2029-07-22
39,13,2,2011-11-06,2028-12-24
18,84,1,2013-07-25,2029-08-08
95,14,1,2014-08-31,2028-11-22
140,104,2,2013-09-22,2030-09-26
144,119,2,2014-07-05,2030-09-12
116,123,0,2010-12-21,2030-09-13
85,146,1,2011-02-06,2028-02-19
93,126,2,2014-11-10,2027-08-15
140,112,2,2012-07-18,2029-04-19
141,67,0,2011-10-26,2029-01-09
31,2,0,2014-02-06,2030-11-06
35,34,0,2011-01-30,2028-07-12
93,41,0,2013-10-01,2030-05-24
106,22,2,2012-12-05,2027-10-19
44,58,0,2013-08-23,2030-01-01
107,78,1,2013-10-15,2029-07-03
134,148,2,2013-09-05,2029-12-15
15,46,2,2011-06-22,2028-09-03
117,53,2,2013-10-05,2028-05-13
94,72,2,2013-12-14,2029-02-09
46,144,1,2011-11-14,2029-05-12
123,8,1,2014-01-11,2029-11-21
58,31,2,2011-11-17,2029-02-20
20,30,0,2012-10-16,2028-10-23
134,97,0,2011-05-30,2027-08-18
76,135,0,2011-03-13,2028-05-08
26,138,0,2013-09-06,2027-01-30
41,19,1,2011-03-13,2027-03-28
73,48,1,2011-08-04,2030-10-08
61,27,0,2014-06-28,2028-07-05
144,76,2,2012-10-27,2028-06-26
127,58,1,2011-03-07,2028-01-17
8,125,0,2012-06-23,2028-06-02
6,142,1,2012-09-12,2030-01-07
117,102,0,2014-03-14,2030-01-14
40,150,0,2013-10-12,2028-10-29
142,18,1,2013-03-08,2030-09-12
18,114,1,2014-01-05,2027-04-25
140,94,2,2011-10-28,2027-07-11
38,121,0,2011-02-17,2027-12-10
145,94,1,2011-11-23,2027-11-11
99,120,0,2011-03-02,2030-07-08
95,20,0,2012-12-09,2029-02-03
86,99,1,2011-04-13,2030-11-03
66,85,2,2013-05-18,2028-08-02
36,133,2,2014-03-18,2030-10-13
26,11,0,2012-12-27,2027-04-13
41,46,1,2011-05-12,2027-10-20
31,127,2,2014-11-08,2027-10-30
98,136,2,2013-12-16,2029-08-07
37,102,0,2014-05-11,2029-09-10
1,86,2,2013-08-18,2027-11-21
102,143,2,2013-12-25,2028-04-13
47,45,1,2012-03-26,2027-02-03
11,6,0,2014-10-07,2028-02-17
40,81,2,2010-12-31,2027-08-27
148,57,2,2011-05-22,2030-04-13
116,59,0,2010-12-31,2028-07-04
66,56,1,2011-04-06,2029-08-15
100,97,2,2012-08-26,2029-11-22
128,65,2,2011-07-09,2029-07-01
62,56,1,2013-05-06,2029-01-15
150,51,2,2011-09-11,2027-07-03
117,64,0,2014-03-17,2029-09-04
4,46,0,2014-02-14,2029-03-06
74,5,0,2012-01-29,2029-04-12
102,86,1,2011-09-26,2028-12-14
49,84,2,2011-02-01,2029-04-24
68,4,0,2011-11-22,2029-02-19
56,116,0,2012-11-20,2029-06-10
128,110,2,2011-10-23,2027-09-25
131,123,2,2010-12-19,2030-08-11
102,74,0,2011-09-26,2028-02-15
132,64,0,2013-12-16,2029-07-15
75,132,1,2014-09-28,2029-04-25
141,62,2,2012-03-04,2030-02-15
37,8,0,2012-03-13,2027-11-16
34,104,2,2013-06-22,2030-08-20
120,22,2,2013-08-08,2028-11-25
1,127,2,2011-11-30,2030-10-06
5,8,2,2013-12-12,2030-06-01
14,17,2,2011-08-16,2030-05-09
95,35,2,2014-07-22,2028-09-10
52,18,0,2012-03-01,2030-03-31
133,75,2,2013-08-06,2029-10-02
65,141,1,2013-04-30,2027-08-16
109,28,1,2013-08-27,2030-08-03
79,112,0,2012-05-06,2029-11-05
3,138,1,2010-12-08,2027-05-14
96,135,0,2011-03-29,2027-02-06
57,17,2,2013-08-05,2028-12-21
150,34,2,2012-12-22,2028-10-26
35,115,2,2014-04-09,2029-10-10
55,43,1,2012-10-03,2028-08-06
102,90,1,2013-02-19,2028-07-06
53,71,1,2013-07-09,2027-03-18
11,40,1,2014-02-21,2030-02-19
139,145,2,2011-12-16,2029-11-29
123,98,2,2013-05-21,2030-01-15
41,98,1,2013-11-10,2027-11-11
113,55,0,2011-12-01,2030-04-10
6,96,1,2014-03-24,2028-04-24
43,36,0,2012-01-11,2027-06-09
51,98,2,2013-05-30,2028-10-13
7,140,1,2014-06-28,2030-04-19
84,80,1,2011-01-24,2028-10-03
79,65,0,2011-02-02,2028-10-02
14,113,2,2012-02-06,2030-08-30
126,106,2,2014-10-31,2030-09-09
27,93,1,2012-06-26,2028-08-17
134,36,1,2011-02-03,2029-04-08
64,1,0,2011-03-31,2027-08-02
65,92,0,2011-11-08,2028-07-23
12,38,2,2011-03-02,2026-12-23
